subject,condition,target,rating
8330152,equal,pity.target,7
8330152,equal,envy.target,5
8330002,warmth-bias,pity.target,7
8330002,warmth-bias,envy.target,6
8325345,equal,pity.target,4
8325345,equal,envy.target,6
8313250,warmth-bias,pity.target,7
8313250,warmth-bias,envy.target,5
8309366,competence-bias,pity.target,5
8309366,competence-bias,envy.target,6
8291998,competence-bias,pity.target,4
8291998,competence-bias,envy.target,4
8273262,competence-bias,pity.target,7
8273262,competence-bias,envy.target,7
8258996,equal,envy.target,4
8258996,equal,pity.target,5
8223344,equal,pity.target,5
8223344,equal,envy.target,6
8205360,equal,pity.target,6
8205360,equal,envy.target,6
8203815,warmth-bias,envy.target,5
8203815,warmth-bias,pity.target,7
8195241,warmth-bias,envy.target,5
8195241,warmth-bias,pity.target,6
8191926,equal,envy.target,6
8191926,equal,pity.target,6
8191257,equal,pity.target,6
8191257,equal,envy.target,6
8164512,competence-bias,envy.target,5
8164512,competence-bias,pity.target,5
8163739,warmth-bias,envy.target,4
8163739,warmth-bias,pity.target,5
8158617,competence-bias,pity.target,5
8158617,competence-bias,envy.target,7
8149264,equal,pity.target,4
8149264,equal,envy.target,6
8140832,warmth-bias,envy.target,4
8140832,warmth-bias,pity.target,7
8120650,competence-bias,envy.target,6
8120650,competence-bias,pity.target,7
8118075,equal,envy.target,6
8118075,equal,pity.target,6
8111438,competence-bias,envy.target,6
8111438,competence-bias,pity.target,3
8095082,warmth-bias,envy.target,5
8095082,warmth-bias,pity.target,4
8086872,competence-bias,pity.target,5
8086872,competence-bias,envy.target,6
8086466,competence-bias,envy.target,7
8086466,competence-bias,pity.target,6
8084114,equal,envy.target,7
8084114,equal,pity.target,1
8082109,competence-bias,pity.target,3
8082109,competence-bias,envy.target,3
8076949,warmth-bias,envy.target,5
8076949,warmth-bias,pity.target,6
8076652,warmth-bias,pity.target,5
8076652,warmth-bias,envy.target,5
8066861,competence-bias,pity.target,7
8066861,competence-bias,envy.target,7
8060965,competence-bias,envy.target,4
8060965,competence-bias,pity.target,5
8053059,equal,envy.target,5
8053059,equal,pity.target,6
8050698,warmth-bias,envy.target,6
8050698,warmth-bias,pity.target,7
8045659,warmth-bias,pity.target,5
8045659,warmth-bias,envy.target,7
8041271,equal,pity.target,5
8041271,equal,envy.target,5
8018089,equal,envy.target,5
8018089,equal,pity.target,6
8010327,warmth-bias,envy.target,5
8010327,warmth-bias,pity.target,5
8009668,competence-bias,envy.target,7
8009668,competence-bias,pity.target,6
8004430,warmth-bias,envy.target,5
8004430,warmth-bias,pity.target,6
7995596,competence-bias,envy.target,7
7995596,competence-bias,pity.target,2
7987894,equal,pity.target,7
7987894,equal,envy.target,3
7987803,equal,envy.target,6
7987803,equal,pity.target,6
7986992,warmth-bias,pity.target,7
7986992,warmth-bias,envy.target,5
7984360,warmth-bias,pity.target,4
7984360,warmth-bias,envy.target,4
7979757,warmth-bias,pity.target,5
7979757,warmth-bias,envy.target,3
7972451,equal,envy.target,7
7972451,equal,pity.target,7
7971929,warmth-bias,pity.target,6
7971929,warmth-bias,envy.target,4
7961186,warmth-bias,envy.target,4
7961186,warmth-bias,pity.target,7
7958459,competence-bias,pity.target,4
7958459,competence-bias,envy.target,6
7955296,warmth-bias,pity.target,5
7955296,warmth-bias,envy.target,4
7954603,warmth-bias,envy.target,5
7954603,warmth-bias,pity.target,6
7945246,competence-bias,pity.target,3
7945246,competence-bias,envy.target,6
7926253,competence-bias,envy.target,5
7926253,competence-bias,pity.target,3
7920395,competence-bias,pity.target,5
7920395,competence-bias,envy.target,7
7915038,warmth-bias,pity.target,5
7915038,warmth-bias,envy.target,5
7912572,equal,envy.target,5
7912572,equal,pity.target,6
7909656,competence-bias,envy.target,6
7909656,competence-bias,pity.target,2
7907912,warmth-bias,envy.target,5
7907912,warmth-bias,pity.target,7
7904599,warmth-bias,envy.target,3
7904599,warmth-bias,pity.target,6
7903190,equal,pity.target,6
7903190,equal,envy.target,3
7897870,equal,pity.target,5
7897870,equal,envy.target,5
7883395,competence-bias,envy.target,7
7883395,competence-bias,pity.target,7
7882953,equal,envy.target,4
7882953,equal,pity.target,4
7882500,equal,pity.target,4
7882500,equal,envy.target,4
7877786,competence-bias,pity.target,4
7877786,competence-bias,envy.target,4
7876442,equal,pity.target,5
7876442,equal,envy.target,4
7875288,equal,envy.target,6
7875288,equal,pity.target,6
7873719,equal,envy.target,5
7873719,equal,pity.target,5
7872769,equal,envy.target,5
7872769,equal,pity.target,7
7857278,warmth-bias,pity.target,5
7857278,warmth-bias,envy.target,4
7853403,warmth-bias,envy.target,5
7853403,warmth-bias,pity.target,7
7844047,competence-bias,envy.target,6
7844047,competence-bias,pity.target,6
7836379,equal,pity.target,6
7836379,equal,envy.target,4
7819419,warmth-bias,pity.target,7
7819419,warmth-bias,envy.target,3
7813763,competence-bias,envy.target,6
7813763,competence-bias,pity.target,6
7798837,competence-bias,envy.target,7
7798837,competence-bias,pity.target,5
7795456,equal,envy.target,4
7795456,equal,pity.target,4
7787499,warmth-bias,envy.target,5
7787499,warmth-bias,pity.target,3
7785538,competence-bias,pity.target,7
7785538,competence-bias,envy.target,7
7777463,equal,envy.target,6
7777463,equal,pity.target,2
7768945,competence-bias,envy.target,5
7768945,competence-bias,pity.target,7
7767432,warmth-bias,envy.target,4
7767432,warmth-bias,pity.target,4
7750027,competence-bias,pity.target,5
7750027,competence-bias,envy.target,7
7745446,competence-bias,envy.target,7
7745446,competence-bias,pity.target,5
7737578,competence-bias,pity.target,5
7737578,competence-bias,envy.target,7
7722402,warmth-bias,envy.target,5
7722402,warmth-bias,pity.target,6
7711855,competence-bias,pity.target,4
7711855,competence-bias,envy.target,6
7711318,equal,envy.target,5
7711318,equal,pity.target,6
7709679,competence-bias,pity.target,3
7709679,competence-bias,envy.target,7
7708013,warmth-bias,pity.target,7
7708013,warmth-bias,envy.target,2
7704380,equal,envy.target,5
7704380,equal,pity.target,5
7668588,equal,envy.target,6
7668588,equal,pity.target,5
7668520,warmth-bias,pity.target,7
7668520,warmth-bias,envy.target,1
7654256,warmth-bias,envy.target,5
7654256,warmth-bias,pity.target,6
7645643,competence-bias,pity.target,5
7645643,competence-bias,envy.target,5
7637781,warmth-bias,pity.target,6
7637781,warmth-bias,envy.target,5
7626257,competence-bias,pity.target,5
7626257,competence-bias,envy.target,6
7595042,warmth-bias,pity.target,6
7595042,warmth-bias,envy.target,5
7586640,equal,envy.target,6
7586640,equal,pity.target,6
7581878,competence-bias,envy.target,7
7581878,competence-bias,pity.target,5
7576951,competence-bias,envy.target,6
7576951,competence-bias,pity.target,3
7555333,equal,pity.target,4
7555333,equal,envy.target,6
7553783,competence-bias,envy.target,7
7553783,competence-bias,pity.target,3
7545687,competence-bias,envy.target,6
7545687,competence-bias,pity.target,5
7533457,warmth-bias,envy.target,5
7533457,warmth-bias,pity.target,5
7494526,competence-bias,envy.target,7
7494526,competence-bias,pity.target,2
7492246,competence-bias,envy.target,6
7492246,competence-bias,pity.target,5
7477225,warmth-bias,pity.target,4
7477225,warmth-bias,envy.target,6
7472415,equal,pity.target,6
7472415,equal,envy.target,5
7460596,warmth-bias,pity.target,6
7460596,warmth-bias,envy.target,3
7454954,warmth-bias,pity.target,4
7454954,warmth-bias,envy.target,6
7454634,warmth-bias,pity.target,7
7454634,warmth-bias,envy.target,2
7438453,equal,pity.target,4
7438453,equal,envy.target,5
7434975,warmth-bias,envy.target,5
7434975,warmth-bias,pity.target,7
7434261,warmth-bias,envy.target,3
7434261,warmth-bias,pity.target,6
7425779,warmth-bias,pity.target,5
7425779,warmth-bias,envy.target,6
7419955,warmth-bias,pity.target,5
7419955,warmth-bias,envy.target,5
7407805,competence-bias,envy.target,6
7407805,competence-bias,pity.target,5
7405297,competence-bias,pity.target,2
7405297,competence-bias,envy.target,7
7405035,equal,envy.target,5
7405035,equal,pity.target,6
7403506,warmth-bias,envy.target,4
7403506,warmth-bias,pity.target,6
7401651,warmth-bias,pity.target,7
7401651,warmth-bias,envy.target,6
7392457,equal,envy.target,4
7392457,equal,pity.target,5
7382959,warmth-bias,pity.target,6
7382959,warmth-bias,envy.target,5
7363853,warmth-bias,pity.target,6
7363853,warmth-bias,envy.target,3
7363711,equal,envy.target,7
7363711,equal,pity.target,5
7360663,warmth-bias,envy.target,5
7360663,warmth-bias,pity.target,6
7351640,warmth-bias,pity.target,6
7351640,warmth-bias,envy.target,3
7330426,competence-bias,envy.target,7
7330426,competence-bias,pity.target,6
7308851,equal,pity.target,5
7308851,equal,envy.target,7
7306131,warmth-bias,pity.target,6
7306131,warmth-bias,envy.target,6
7288063,competence-bias,pity.target,2
7288063,competence-bias,envy.target,6
7283759,equal,pity.target,5
7283759,equal,envy.target,6
7273256,warmth-bias,pity.target,7
7273256,warmth-bias,envy.target,5
7270504,equal,envy.target,6
7270504,equal,pity.target,5
7268069,warmth-bias,envy.target,6
7268069,warmth-bias,pity.target,7
7253228,equal,envy.target,4
7253228,equal,pity.target,4
7237804,equal,pity.target,4
7237804,equal,envy.target,4
7235746,warmth-bias,envy.target,4
7235746,warmth-bias,pity.target,6
7223622,equal,pity.target,6
7223622,equal,envy.target,6
7212523,equal,envy.target,6
7212523,equal,pity.target,3
7211788,equal,envy.target,4
7211788,equal,pity.target,4
7208113,equal,envy.target,5
7208113,equal,pity.target,5
7203253,equal,envy.target,6
7203253,equal,pity.target,6
7202472,competence-bias,envy.target,6
7202472,competence-bias,pity.target,5
7200987,equal,pity.target,5
7200987,equal,envy.target,3
7200183,equal,pity.target,6
7200183,equal,envy.target,5
7192758,warmth-bias,pity.target,6
7192758,warmth-bias,envy.target,2
7192622,competence-bias,pity.target,4
7192622,competence-bias,envy.target,6
7191053,equal,envy.target,6
7191053,equal,pity.target,6
7177649,equal,envy.target,5
7177649,equal,pity.target,3
7156067,competence-bias,pity.target,6
7156067,competence-bias,envy.target,5
7148539,warmth-bias,pity.target,7
7148539,warmth-bias,envy.target,5
7144784,warmth-bias,pity.target,6
7144784,warmth-bias,envy.target,3
7133913,competence-bias,envy.target,6
7133913,competence-bias,pity.target,3
7131264,equal,envy.target,6
7131264,equal,pity.target,6
7121828,warmth-bias,envy.target,5
7121828,warmth-bias,pity.target,7
7113010,warmth-bias,pity.target,5
7113010,warmth-bias,envy.target,6
7108578,competence-bias,envy.target,7
7108578,competence-bias,pity.target,5
7107431,competence-bias,pity.target,7
7107431,competence-bias,envy.target,7
7101130,equal,envy.target,5
7101130,equal,pity.target,6
7100108,warmth-bias,pity.target,7
7100108,warmth-bias,envy.target,3
7086842,warmth-bias,envy.target,6
7086842,warmth-bias,pity.target,7
7083540,warmth-bias,pity.target,6
7083540,warmth-bias,envy.target,5
7073804,equal,envy.target,6
7073804,equal,pity.target,6
7071545,warmth-bias,pity.target,6
7071545,warmth-bias,envy.target,5
7056385,warmth-bias,envy.target,4
7056385,warmth-bias,pity.target,4
7055523,warmth-bias,pity.target,5
7055523,warmth-bias,envy.target,6
7045724,competence-bias,envy.target,6
7045724,competence-bias,pity.target,2
7034311,warmth-bias,pity.target,7
7034311,warmth-bias,envy.target,6
7025508,equal,envy.target,6
7025508,equal,pity.target,6
7023882,competence-bias,pity.target,5
7023882,competence-bias,envy.target,7
7020938,warmth-bias,pity.target,6
7020938,warmth-bias,envy.target,3
7019608,competence-bias,pity.target,6
7019608,competence-bias,envy.target,5
7012357,equal,pity.target,7
7012357,equal,envy.target,6
7004911,equal,envy.target,5
7004911,equal,pity.target,5
7001124,equal,envy.target,3
7001124,equal,pity.target,7
6999920,warmth-bias,envy.target,2
6999920,warmth-bias,pity.target,7
6991205,competence-bias,pity.target,4
6991205,competence-bias,envy.target,5
6984614,warmth-bias,pity.target,4
6984614,warmth-bias,envy.target,4
6983778,warmth-bias,envy.target,5
6983778,warmth-bias,pity.target,7
6968749,warmth-bias,pity.target,5
6968749,warmth-bias,envy.target,5
6966715,equal,pity.target,6
6966715,equal,envy.target,7
6960570,equal,envy.target,7
6960570,equal,pity.target,2
6949473,competence-bias,pity.target,2
6949473,competence-bias,envy.target,6
6949003,equal,envy.target,6
6943599,competence-bias,pity.target,6
6943599,competence-bias,envy.target,6
6930187,warmth-bias,envy.target,6
6930187,warmth-bias,pity.target,7
6928547,competence-bias,pity.target,5
6928547,competence-bias,envy.target,5
6926933,equal,pity.target,5
6926933,equal,envy.target,5
6915681,warmth-bias,envy.target,5
6915681,warmth-bias,pity.target,6
6912966,warmth-bias,envy.target,5
6912966,warmth-bias,pity.target,7
6901449,competence-bias,pity.target,6
6901449,competence-bias,envy.target,5
6892742,equal,pity.target,7
6892742,equal,envy.target,5
6881685,warmth-bias,envy.target,6
6881685,warmth-bias,pity.target,5
6880093,equal,envy.target,6
6880093,equal,pity.target,7
6867883,equal,pity.target,5
6867883,equal,envy.target,5
6867244,equal,envy.target,5
6867244,equal,pity.target,6
6856821,equal,envy.target,7
6856821,equal,pity.target,5
6855411,warmth-bias,pity.target,6
6855411,warmth-bias,envy.target,5
6849482,equal,envy.target,7
6849482,equal,pity.target,6
